Date,State,Population,Confirmed,Recovered,Deceased,Tested
Wed Mar 17 00:00:00 GMT+05:30 2021,LD,68000,640,455,1,43221
Wed Mar 17 00:00:00 GMT+05:30 2021,MP,82232000,271040,261531,3893,6053348
Wed Mar 17 00:00:00 GMT+05:30 2021,MH,122153000,2370507,2163391,53080,17835495
Wed Mar 17 00:00:00 GMT+05:30 2021,MN,3103000,29321,28922,373,565579
Wed Mar 17 00:00:00 GMT+05:30 2021,ML,3224000,14002,13824,148,387629
Wed Mar 17 00:00:00 GMT+05:30 2021,MZ,1192000,4442,4417,10,243076
Wed Mar 17 00:00:00 GMT+05:30 2021,NL,2150000,12225,11973,91,134419
Wed Mar 17 00:00:00 GMT+05:30 2021,OR,43671000,338405,335857,1971,8687133
Wed Mar 17 00:00:00 GMT+05:30 2021,PY,1504000,40120,39233,673,649639
Wed Mar 17 00:00:00 GMT+05:30 2021,PB,29859000,203049,183557,6172,5460889
Wed Mar 17 00:00:00 GMT+05:30 2021,RJ,77264000,323774,318132,2791,6556622
Wed Mar 17 00:00:00 GMT+05:30 2021,SK,664000,6194,5916,135,81072
Wed Mar 17 00:00:00 GMT+05:30 2021,TN,75695000,862374,843999,12564,18485460
Wed Mar 17 00:00:00 GMT+05:30 2021,TG,37220000,301769,298009,1659,9359772
Wed Mar 17 00:00:00 GMT+05:30 2021,TR,3992000,33438,33016,388,630274
Wed Mar 17 00:00:00 GMT+05:30 2021,UP,224979000,605915,595150,8751,33067774
Wed Mar 17 00:00:00 GMT+05:30 2021,UT,11141000,98041,94250,1704,2590074
Wed Mar 17 00:00:00 GMT+05:30 2021,WB,96906000,579156,565670,10298,8875277
Wed Mar 17 00:00:00 GMT+05:30 2021,UN,0,0,0,0,0
Thu Mar 18 00:00:00 GMT+05:30 2021,TT,1332900000,11513987,11081526,159406,231370546
Thu Mar 18 00:00:00 GMT+05:30 2021,AN,397000,5036,4969,62,299048
Thu Mar 18 00:00:00 GMT+05:30 2021,AP,52221000,892740,883759,7186,14642664
Thu Mar 18 00:00:00 GMT+05:30 2021,AR,1504000,16842,16783,56,411170
Thu Mar 18 00:00:00 GMT+05:30 2021,AS,34293000,217905,215160,1100,7076079
Thu Mar 18 00:00:00 GMT+05:30 2021,BR,119520000,263265,261304,1555,23002888
Thu Mar 18 00:00:00 GMT+05:30 2021,CH,1179000,23803,21978,359,286187
Thu Mar 18 00:00:00 GMT+05:30 2021,CT,28724000,320783,310838,3920,5334347
Thu Mar 18 00:00:00 GMT+05:30 2021,DN,959000,3436,3374,2,72410
Thu Mar 18 00:00:00 GMT+05:30 2021,DD,0,0,0,0,0
Thu Mar 18 00:00:00 GMT+05:30 2021,DL,19814000,645632,631759,10949,13589523
Thu Mar 18 00:00:00 GMT+05:30 2021,GA,1540000,56271,54597,813,520510
Thu Mar 18 00:00:00 GMT+05:30 2021,GJ,67936000,282449,272332,4433,12536086
Thu Mar 18 00:00:00 GMT+05:30 2021,HR,28672000,277268,270222,3089,5982315
Thu Mar 18 00:00:00 GMT+05:30 2021,HP,7300000,60207,58150,1000,1184160
Thu Mar 18 00:00:00 GMT+05:30 2021,JK,13203000,128097,125046,1978,5663272
Thu Mar 18 00:00:00 GMT+05:30 2021,JH,37403000,120950,119232,1094,5730029
Thu Mar 18 00:00:00 GMT+05:30 2021,KA,65798000,965102,941309,12415,20101442
Thu Mar 18 00:00:00 GMT+05:30 2021,KL,35125000,1098292,1068378,4451,12505085
Thu Mar 18 00:00:00 GMT+05:30 2021,LA,293000,9876,9695,130,110068
Thu Mar 18 00:00:00 GMT+05:30 2021,LD,68000,645,466,1,43602
Thu Mar 18 00:00:00 GMT+05:30 2021,MP,82232000,271957,262031,3894,6071681
Thu Mar 18 00:00:00 GMT+05:30 2021,MH,122153000,2396340,2175565,53138,17956830
Thu Mar 18 00:00:00 GMT+05:30 2021,MN,3103000,29323,28924,373,566178
Thu Mar 18 00:00:00 GMT+05:30 2021,ML,3224000,14005,13825,148,388592
Thu Mar 18 00:00:00 GMT+05:30 2021,MZ,1192000,4445,4421,11,244539
Thu Mar 18 00:00:00 GMT+05:30 2021,NL,2150000,12225,11973,91,134580
Thu Mar 18 00:00:00 GMT+05:30 2021,OR,43671000,338489,335923,1971,8712117
Thu Mar 18 00:00:00 GMT+05:30 2021,PY,1504000,40201,39251,674,650992
Thu Mar 18 00:00:00 GMT+05:30 2021,PB,29859000,205418,184848,6204,5493673
Thu Mar 18 00:00:00 GMT+05:30 2021,RJ,77264000,324101,318284,2794,6574421
Thu Mar 18 00:00:00 GMT+05:30 2021,SK,664000,6196,5916,135,81229
Thu Mar 18 00:00:00 GMT+05:30 2021,TN,75695000,863363,844568,12573,18557485
Thu Mar 18 00:00:00 GMT+05:30 2021,TG,37220000,302047,298120,1662,9419677
Thu Mar 18 00:00:00 GMT+05:30 2021,TR,3992000,33441,33018,388,631045
Thu Mar 18 00:00:00 GMT+05:30 2021,UP,224979000,606229,595259,8753,33192152
Thu Mar 18 00:00:00 GMT+05:30 2021,UT,11141000,98129,94311,1704,2599595
Thu Mar 18 00:00:00 GMT+05:30 2021,WB,96906000,579479,565938,10300,8894786
Thu Mar 18 00:00:00 GMT+05:30 2021,UN,0,0,0,0,0
Fri Mar 19 00:00:00 GMT+05:30 2021,TT,1332900000,11554893,11105149,159594,232431517
Fri Mar 19 00:00:00 GMT+05:30 2021,AN,397000,5038,4969,62,299048
Fri Mar 19 00:00:00 GMT+05:30 2021,AP,52221000,892986,883890,7187,14674210
Fri Mar 19 00:00:00 GMT+05:30 2021,AR,1504000,16842,16783,56,411459
Fri Mar 19 00:00:00 GMT+05:30 2021,AS,34293000,217924,215183,1100,7089297
Fri Mar 19 00:00:00 GMT+05:30 2021,BR,119520000,263355,261362,1556,23058747
Fri Mar 19 00:00:00 GMT+05:30 2021,CH,1179000,24017,22060,360,287941
Fri Mar 19 00:00:00 GMT+05:30 2021,CT,28724000,321880,311198,3929,5371774
Fri Mar 19 00:00:00 GMT+05:30 2021,DN,959000,3446,3376,2,72410
Fri Mar 19 00:00:00 GMT+05:30 2021,DD,0,0,0,0,0
Fri Mar 19 00:00:00 GMT+05:30 2021,DL,19814000,646348,632230,10953,13666875
Fri Mar 19 00:00:00 GMT+05:30 2021,GA,1540000,56371,54657,815,522458
Fri Mar 19 00:00:00 GMT+05:30 2021,GJ,67936000,283864,273280,4437,12598997
Fri Mar 19 00:00:00 GMT+05:30 2021,HR,28672000,278140,270670,3090,6005265
Fri Mar 19 00:00:00 GMT+05:30 2021,HP,7300000,60389,58248,1003,1189809
Fri Mar 19 00:00:00 GMT+05:30 2021,JK,13203000,128249,125118,1979,5690460
Fri Mar 19 00:00:00 GMT+05:30 2021,JH,37403000,121055,119307,1095,5740740
Fri Mar 19 00:00:00 GMT+05:30 2021,KA,65798000,966689,942178,12425,20193326
Fri Mar 19 00:00:00 GMT+05:30 2021,KL,35125000,1100276,1070343,4468,12558269
Fri Mar 19 00:00:00 GMT+05:30 2021,LA,293000,9881,9698,130,110068
Fri Mar 19 00:00:00 GMT+05:30 2021,LD,68000,648,485,1,43956
Fri Mar 19 00:00:00 GMT+05:30 2021,MP,82232000,273097,262587,3901,6092451
Fri Mar 19 00:00:00 GMT+05:30 2021,MH,122153000,2422021,2189965,53208,18083977
Fri Mar 19 00:00:00 GMT+05:30 2021,MN,3103000,29324,28929,373,567126
Fri Mar 19 00:00:00 GMT+05:30 2021,ML,3224000,14008,13829,148,389679
Fri Mar 19 00:00:00 GMT+05:30 2021,MZ,1192000,4445,4421,11,245225
Fri Mar 19 00:00:00 GMT+05:30 2021,NL,2150000,12225,11978,91,134721
Fri Mar 19 00:00:00 GMT+05:30 2021,OR,43671000,338599,335994,1971,8736689
Fri Mar 19 00:00:00 GMT+05:30 2021,PY,1504000,40262,39271,674,652339
Fri Mar 19 00:00:00 GMT+05:30 2021,PB,29859000,207888,186187,6242,5528559
Fri Mar 19 00:00:00 GMT+05:30 2021,RJ,77264000,324503,318586,2796,6595443
Fri Mar 19 00:00:00 GMT+05:30 2021,SK,664000,6199,5918,135,81376
Fri Mar 19 00:00:00 GMT+05:30 2021,TN,75695000,864450,845178,12582,18630686
Fri Mar 19 00:00:00 GMT+05:30 2021,TG,37220000,302360,298262,1664,9482649
Fri Mar 19 00:00:00 GMT+05:30 2021,TR,3992000,33451,33019,388,631809
Fri Mar 19 00:00:00 GMT+05:30 2021,UP,224979000,606609,595382,8757,33315662
Fri Mar 19 00:00:00 GMT+05:30 2021,UT,11141000,98228,94380,1704,2610397
Fri Mar 19 00:00:00 GMT+05:30 2021,WB,96906000,579826,566228,10301,8915211
Fri Mar 19 00:00:00 GMT+05:30 2021,UN,0,0,0,0,0
Sat Mar 20 00:00:00 GMT+05:30 2021,TT,1332900000,11598708,11128119,159790,233565119
Sat Mar 20 00:00:00 GMT+05:30 2021,AN,397000,5038,4969,62,299048
Sat Mar 20 00:00:00 GMT+05:30 2021,AP,52221000,893366,884094,7189,14705188
Sat Mar 20 00:00:00 GMT+05:30 2021,AR,1504000,16842,16783,56,411693
Sat Mar 20 00:00:00 GMT+05:30 2021,AS,34293000,217951,215201,1100,7102521
Sat Mar 20 00:00:00 GMT+05:30 2021,BR,119520000,263443,261413,1557,23114123
Sat Mar 20 00:00:00 GMT+05:30 2021,CH,1179000,24220,22142,361,289955
Sat Mar 20 00:00:00 GMT+05:30 2021,CT,28724000,323153,311520,3940,5408167
Sat Mar 20 00:00:00 GMT+05:30 2021,DN,959000,3453,3377,2,72410
Sat Mar 20 00:00:00 GMT+05:30 2021,DD,0,0,0,0,0
Sat Mar 20 00:00:00 GMT+05:30 2021,DL,19814000,647161,632797,10955,13742763
Sat Mar 20 00:00:00 GMT+05:30 2021,GA,1540000,56525,54713,815,524230
Sat Mar 20 00:00:00 GMT+05:30 2021,GJ,67936000,285429,274249,4443,12661933
Sat Mar 20 00:00:00 GMT+05:30 2021,HR,28672000,278961,271038,3093,6028808
Sat Mar 20 00:00:00 GMT+05:30 2021,HP,7300000,60537,58315,1004,1195423
Sat Mar 20 00:00:00 GMT+05:30 2021,JK,13203000,128389,125218,1980,5717093
Sat Mar 20 00:00:00 GMT+05:30 2021,JH,37403000,121178,119361,1095,5752962
Sat Mar 20 00:00:00 GMT+05:30 2021,KA,65798000,968487,943208,12432,20287369
Sat Mar 20 00:00:00 GMT+05:30 2021,KL,35125000,1102354,1072554,4483,12617046
Sat Mar 20 00:00:00 GMT+05:30 2021,LA,293000,9906,9703,130,110068
Sat Mar 20 00:00:00 GMT+05:30 2021,LD,68000,648,512,1,44268
Sat Mar 20 00:00:00 GMT+05:30 2021,MP,82232000,274405,263158,3903,6117146
Sat Mar 20 00:00:00 GMT+05:30 2021,MH,122153000,2449147,2203553,53300,18218001
Sat Mar 20 00:00:00 GMT+05:30 2021,MN,3103000,29330,28931,373,568085
Sat Mar 20 00:00:00 GMT+05:30 2021,ML,3224000,14012,13835,149,390648
Sat Mar 20 00:00:00 GMT+05:30 2021,MZ,1192000,4446,4421,11,245679
Sat Mar 20 00:00:00 GMT+05:30 2021,NL,2150000,12225,11978,91,134822
Sat Mar 20 00:00:00 GMT+05:30 2021,OR,43671000,338719,336066,1971,8762607
Sat Mar 20 00:00:00 GMT+05:30 2021,PY,1504000,40322,39295,674,653684
Sat Mar 20 00:00:00 GMT+05:30 2021,PB,29859000,210466,187198,6280,5566330
Sat Mar 20 00:00:00 GMT+05:30 2021,RJ,77264000,324948,318842,2796,6620036
Sat Mar 20 00:00:00 GMT+05:30 2021,SK,664000,6204,5918,135,81576
Sat Mar 20 00:00:00 GMT+05:30 2021,TN,75695000,865693,845812,12590,18705851
Sat Mar 20 00:00:00 GMT+05:30 2021,TG,37220000,302724,298451,1666,9548685
Sat Mar 20 00:00:00 GMT+05:30 2021,TR,3992000,33456,33020,388,632636
Sat Mar 20 00:00:00 GMT+05:30 2021,UP,224979000,607050,595518,8758,33450709
Sat Mar 20 00:00:00 GMT+05:30 2021,UT,11141000,98311,94430,1704,2621706
Sat Mar 20 00:00:00 GMT+05:30 2021,WB,96906000,580209,566526,10303,8937990
Sat Mar 20 00:00:00 GMT+05:30 2021,UN,0,0,0,0,0
Sun Mar 21 00:00:00 GMT+05:30 2021,TT,1332900000,11645717,11149324,160003,234445774
Sun Mar 21 00:00:00 GMT+05:30 2021,AN,397000,5039,4969,62,304391
Sun Mar 21 00:00:00 GMT+05:30 2021,AP,52221000,893734,884357,7189,14736326
Sun Mar 21 00:00:00 GMT+05:30 2021,AR,1504000,16842,16783,56,411821
Sun Mar 21 00:00:00 GMT+05:30 2021,AS,34293000,217976,215213,1100,7109925
Sun Mar 21 00:00:00 GMT+05:30 2021,BR,119520000,263569,261487,1559,23167654
Sun Mar 21 00:00:00 GMT+05:30 2021,CH,1179000,24459,22225,362,292183
Sun Mar 21 00:00:00 GMT+05:30 2021,CT,28724000,324153,311761,3950,5429721
Sun Mar 21 00:00:00 GMT+05:30 2021,DN,959000,3463,3379,2,72410
Sun Mar 21 00:00:00 GMT+05:30 2021,DD,0,0,0,0,0
Sun Mar 21 00:00:00 GMT+05:30 2021,DL,19814000,647984,633410,10956,13822477
Sun Mar 21 00:00:00 GMT+05:30 2021,GA,1540000,56623,54792,818,525665
Sun Mar 21 00:00:00 GMT+05:30 2021,GJ,67936000,287009,275238,4450,12722014
Sun Mar 21 00:00:00 GMT+05:30 2021,HR,28672000,279828,271375,3098,6052876
Sun Mar 21 00:00:00 GMT+05:30 2021,HP,7300000,60678,58398,1005,1200601
Sun Mar 21 00:00:00 GMT+05:30 2021,JK,13203000,128547,125276,1981,5747468
Sun Mar 21 00:00:00 GMT+05:30 2021,JH,37403000,121261,119409,1096,5763067
Sun Mar 21 00:00:00 GMT+05:30 2021,KA,65798000,970202,944256,12434,20389209
Sun Mar 21 00:00:00 GMT+05:30 2021,KL,35125000,1104229,1074805,4496,12661721
Sun Mar 21 00:00:00 GMT+05:30 2021,LA,293000,9908,9704,130,110068
Sun Mar 21 00:00:00 GMT+05:30 2021,LD,68000,666,532,1,44549
Sun Mar 21 00:00:00 GMT+05:30 2021,MP,82232000,275727,263821,3906,6140126
Sun Mar 21 00:00:00 GMT+05:30 2021,MH,122153000,2479682,2214867,53399,18356200
Sun Mar 21 00:00:00 GMT+05:30 2021,MN,3103000,29333,28933,373,568814
Sun Mar 21 00:00:00 GMT+05:30 2021,ML,3224000,14012,13835,149,390648
Sun Mar 21 00:00:00 GMT+05:30 2021,MZ,1192000,4447,4421,11,246189
Sun Mar 21 00:00:00 GMT+05:30 2021,NL,2150000,12225,11978,91,134886
Sun Mar 21 00:00:00 GMT+05:30 2021,OR,43671000,338817,336124,1972,8788844
Sun Mar 21 00:00:00 GMT+05:30 2021,PY,1504000,40386,39316,675,654922
Sun Mar 21 00:00:00 GMT+05:30 2021,PB,29859000,213110,188529,6324,5603286
Sun Mar 21 00:00:00 GMT+05:30 2021,RJ,77264000,325424,319041,2798,6646073
Sun Mar 21 00:00:00 GMT+05:30 2021,SK,664000,6206,5919,135,81749
Sun Mar 21 00:00:00 GMT+05:30 2021,TN,75695000,866982,846480,12599,18781109
Sun Mar 21 00:00:00 GMT+05:30 2021,TG,37220000,303118,298645,1669,9613583
Sun Mar 21 00:00:00 GMT+05:30 2021,TR,3992000,33461,33020,388,633540
Sun Mar 21 00:00:00 GMT+05:30 2021,UP,224979000,607538,595743,8759,33580378
Sun Mar 21 00:00:00 GMT+05:30 2021,UT,11141000,98448,94462,1704,2631682
Sun Mar 21 00:00:00 GMT+05:30 2021,WB,96906000,580631,566821,10306,8958655
Sun Mar 21 00:00:00 GMT+05:30 2021,UN,0,0,0,0,0
Mon Mar 22 00:00:00 GMT+05:30 2021,TT,1332900000,11686353,11179103,160200,235413233
Mon Mar 22 00:00:00 GMT+05:30 2021,AN,397000,5039,4969,62,305778
Mon Mar 22 00:00:00 GMT+05:30 2021,AP,52221000,894044,884471,7191,14771701
Mon Mar 22 00:00:00 GMT+05:30 2021,AR,1504000,16842,16784,56,411947
Mon Mar 22 00:00:00 GMT+05:30 2021,AS,34293000,218006,215235,1101,7125829
Mon Mar 22 00:00:00 GMT+05:30 2021,BR,119520000,263659,261537,1561,23211498
Mon Mar 22 00:00:00 GMT+05:30 2021,CH,1179000,24667,22325,363,294023
Mon Mar 22 00:00:00 GMT+05:30 2021,CT,28724000,325678,312511,3962,5465654
Mon Mar 22 00:00:00 GMT+05:30 2021,DN,959000,3467,3383,2,72410
Mon Mar 22 00:00:00 GMT+05:30 2021,DD,0,0,0,0,0
Mon Mar 22 00:00:00 GMT+05:30 2021,DL,19814000,648872,633975,10963,13889895
Mon Mar 22 00:00:00 GMT+05:30 2021,GA,1540000,56708,54873,818,527106
Mon Mar 22 00:00:00 GMT+05:30 2021,GJ,67936000,288649,276348,4454,12781096
Mon Mar 22 00:00:00 GMT+05:30 2021,HR,28672000,280693,271894,3101,6066772
Mon Mar 22 00:00:00 GMT+05:30 2021,HP,7300000,60878,58466,1008,1204942
Mon Mar 22 00:00:00 GMT+05:30 2021,JK,13203000,128679,125362,1981,5773118
Mon Mar 22 00:00:00 GMT+05:30 2021,JH,37403000,121371,119478,1097,5777287
Mon Mar 22 00:00:00 GMT+05:30 2021,KA,65798000,971647,944917,12444,20467387
Mon Mar 22 00:00:00 GMT+05:30 2021,KL,35125000,1105468,1076571,4508,12696542
Mon Mar 22 00:00:00 GMT+05:30 2021,LA,293000,9920,9707,130,110068
Mon Mar 22 00:00:00 GMT+05:30 2021,LD,68000,691,576,1,45311
Mon Mar 22 00:00:00 GMT+05:30 2021,MP,82232000,277075,264575,3908,6165931
Mon Mar 22 00:00:00 GMT+05:30 2021,MH,122153000,2504327,2234330,53457,18462030
Mon Mar 22 00:00:00 GMT+05:30 2021,MN,3103000,29337,28933,373,569545
Mon Mar 22 00:00:00 GMT+05:30 2021,ML,3224000,14016,13838,149,392474
Mon Mar 22 00:00:00 GMT+05:30 2021,MZ,1192000,4448,4421,11,246527
Mon Mar 22 00:00:00 GMT+05:30 2021,NL,2150000,12225,11978,91,134968
Mon Mar 22 00:00:00 GMT+05:30 2021,OR,43671000,338963,336206,1972,8814159
Mon Mar 22 00:00:00 GMT+05:30 2021,PY,1504000,40433,39345,676,655441
Mon Mar 22 00:00:00 GMT+05:30 2021,PB,29859000,215409,190399,6382,5626458
Mon Mar 22 00:00:00 GMT+05:30 2021,RJ,77264000,326026,319217,2803,6657689
Mon Mar 22 00:00:00 GMT+05:30 2021,SK,664000,6206,5924,135,81777
Mon Mar 22 00:00:00 GMT+05:30 2021,TN,75695000,868367,847139,12609,18854356
Mon Mar 22 00:00:00 GMT+05:30 2021,TG,37220000,303455,298826,1671,9650662
Mon Mar 22 00:00:00 GMT+05:30 2021,TR,3992000,33461,33020,388,633806
Mon Mar 22 00:00:00 GMT+05:30 2021,UP,224979000,608076,595920,8760,33715631
Mon Mar 22 00:00:00 GMT+05:30 2021,UT,11141000,98552,94533,1704,2643518
Mon Mar 22 00:00:00 GMT+05:30 2021,WB,96906000,580999,567117,10308,8974663
Mon Mar 22 00:00:00 GMT+05:30 2021,UN,0,0,0,0,0
Tue Mar 23 00:00:00 GMT+05:30 2021,TT,1332900000,11733592,11203016,160477,236438861
Tue Mar 23 00:00:00 GMT+05:30 2021,AN,397000,5039,4972,62,307255
Tue Mar 23 00:00:00 GMT+05:30 2021,AP,52221000,894536,884727,7193,14805335
Tue Mar 23 00:00:00 GMT+05:30 2021,AR,1504000,16842,16784,56,412230
Tue Mar 23 00:00:00 GMT+05:30 2021,AS,34293000,218058,215262,1102,7140065
Tue Mar 23 00:00:00 GMT+05:30 2021,BR,119520000,263770,261583,1563,23266156
Tue Mar 23 00:00:00 GMT+05:30 2021,CH,1179000,24881,22451,364,296079
Tue Mar 23 00:00:00 GMT+05:30 2021,CT,28724000,327588,313115,3982,5505273
Tue Mar 23 00:00:00 GMT+05:30 2021,DN,959000,3474,3385,2,72410
Tue Mar 23 00:00:00 GMT+05:30 2021,DD,0,0,0,0,0
Tue Mar 23 00:00:00 GMT+05:30 2021,DL,19814000,649973,634595,10967,13974132
Tue Mar 23 00:00:00 GMT+05:30 2021,GA,1540000,56841,54931,821,529007
Tue Mar 23 00:00:00 GMT+05:30 2021,GJ,67936000,290379,277603,4458,12849797
Tue Mar 23 00:00:00 GMT+05:30 2021,HR,28672000,281588,272335,3104,6088112
Tue Mar 23 00:00:00 GMT+05:30 2021,HP,7300000,61035,58550,1012,1211071
Tue Mar 23 00:00:00 GMT+05:30 2021,JK,13203000,128836,125443,1983,5800849
Tue Mar 23 00:00:00 GMT+05:30 2021,JH,37403000,121501,119549,1098,5791627
Tue Mar 23 00:00:00 GMT+05:30 2021,KA,65798000,973657,945594,12449,20566120
Tue Mar 23 00:00:00 GMT+05:30 2021,KL,35125000,1107453,1078743,4518,12753967
Tue Mar 23 00:00:00 GMT+05:30 2021,LA,293000,9929,9709,130,110068
Tue Mar 23 00:00:00 GMT+05:30 2021,LD,68000,697,587,1,45771
Tue Mar 23 00:00:00 GMT+05:30 2021,MP,82232000,278577,265373,3912,6189017
Tue Mar 23 00:00:00 GMT+05:30 2021,MH,122153000,2533026,2247495,53589,18584463
Tue Mar 23 00:00:00 GMT+05:30 2021,MN,3103000,29350,28935,373,570546
Tue Mar 23 00:00:00 GMT+05:30 2021,ML,3224000,14017,13843,149,393744
Tue Mar 23 00:00:00 GMT+05:30 2021,MZ,1192000,4451,4423,11,247247
Tue Mar 23 00:00:00 GMT+05:30 2021,NL,2150000,12225,11978,91,135304
Tue Mar 23 00:00:00 GMT+05:30 2021,OR,43671000,339076,336266,1972,8835551
Tue Mar 23 00:00:00 GMT+05:30 2021,PY,1504000,40520,39363,677,657413
Tue Mar 23 00:00:00 GMT+05:30 2021,PB,29859000,217663,191825,6435,5666257
Tue Mar 23 00:00:00 GMT+05:30 2021,RJ,77264000,326506,319437,2807,6692252
Tue Mar 23 00:00:00 GMT+05:30 2021,SK,664000,6208,5933,135,81777
Tue Mar 23 00:00:00 GMT+05:30 2021,TN,75695000,869804,848041,12618,18930484
Tue Mar 23 00:00:00 GMT+05:30 2021,TG,37220000,303867,299042,1674,9718833
Tue Mar 23 00:00:00 GMT+05:30 2021,TR,3992000,33467,33021,389,634572
Tue Mar 23 00:00:00 GMT+05:30 2021,UP,224979000,608709,596101,8764,33835134
Tue Mar 23 00:00:00 GMT+05:30 2021,UT,11141000,98646,94585,1706,2657619
Tue Mar 23 00:00:00 GMT+05:30 2021,WB,96906000,581403,567437,10310,8992906
Tue Mar 23 00:00:00 GMT+05:30 2021,UN,0,0,0,0,0
Wed Mar 24 00:00:00 GMT+05:30 2021,TT,1332900000,11787011,11229591,160726,237503882
Wed Mar 24 00:00:00 GMT+05:30 2021,AN,397000,5041,4973,62,308812
Wed Mar 24 00:00:00 GMT+05:30 2021,AP,52221000,895121,884978,7197,14840401
Wed Mar 24 00:00:00 GMT+05:30 2021,AR,1504000,16842,16785,56,412521
Wed Mar 24 00:00:00 GMT+05:30 2021,AS,34293000,218099,215277,1103,7155821
Wed Mar 24 00:00:00 GMT+05:30 2021,BR,119520000,263940,261648,1565,23322388
Wed Mar 24 00:00:00 GMT+05:30 2021,CH,1179000,25130,22587,365,298087
Wed Mar 24 00:00:00 GMT+05:30 2021,CT,28724000,329694,313749,4011,5542288
Wed Mar 24 00:00:00 GMT+05:30 2021,DN,959000,3485,3390,2,72410
Wed Mar 24 00:00:00 GMT+05:30 2021,DD,0,0,0,0,0
Wed Mar 24 00:00:00 GMT+05:30 2021,DL,19814000,651227,635364,10973,14056463
Wed Mar 24 00:00:00 GMT+05:30 2021,GA,1540000,56981,55004,821,530780
Wed Mar 24 00:00:00 GMT+05:30 2021,GJ,67936000,292169,278880,4466,12926709
Wed Mar 24 00:00:00 GMT+05:30 2021,HR,28672000,282569,272714,3110,6107247
Wed Mar 24 00:00:00 GMT+05:30 2021,HP,7300000,61301,58615,1014,1216320
Wed Mar 24 00:00:00 GMT+05:30 2021,JK,13203000,129031,125535,1983,5830758
Wed Mar 24 00:00:00 GMT+05:30 2021,JH,37403000,121695,119626,1100,5802842
Wed Mar 24 00:00:00 GMT+05:30 2021,KA,65798000,975955,946589,12461,20674133
Wed Mar 24 00:00:00 GMT+05:30 2021,KL,35125000,1109909,1080803,4528,12810707
Wed Mar 24 00:00:00 GMT+05:30 2021,LA,293000,9942,9711,130,110068
Wed Mar 24 00:00:00 GMT+05:30 2021,LD,68000,699,588,1,46119
Wed Mar 24 00:00:00 GMT+05:30 2021,MP,82232000,280289,266323,3919,6214522
Wed Mar 24 00:00:00 GMT+05:30 2021,MH,122153000,2564881,2262593,53684,18725307
Wed Mar 24 00:00:00 GMT+05:30 2021,MN,3103000,29360,28935,374,571447
Wed Mar 24 00:00:00 GMT+05:30 2021,ML,3224000,14019,13848,149,395112
Wed Mar 24 00:00:00 GMT+05:30 2021,MZ,1192000,4452,4425,11,247878
Wed Mar 24 00:00:00 GMT+05:30 2021,NL,2150000,12226,11979,91,135549
Wed Mar 24 00:00:00 GMT+05:30 2021,OR,43671000,339246,336337,1972,8861380
Wed Mar 24 00:00:00 GMT+05:30 2021,PY,1504000,40645,39380,679,659537
Wed Mar 24 00:00:00 GMT+05:30 2021,PB,29859000,220276,193280,6474,5703944
Wed Mar 24 00:00:00 GMT+05:30 2021,RJ,77264000,327175,319695,2808,6726815
Wed Mar 24 00:00:00 GMT+05:30 2021,SK,664000,6210,5934,135,82162
Wed Mar 24 00:00:00 GMT+05:30 2021,TN,75695000,871440,849064,12630,19011118
Wed Mar 24 00:00:00 GMT+05:30 2021,TG,37220000,304298,299270,1676,9789113
Wed Mar 24 00:00:00 GMT+05:30 2021,TR,3992000,33476,33021,389,635381
Wed Mar 24 00:00:00 GMT+05:30 2021,UP,224979000,609443,596286,8769,33972718
Wed Mar 24 00:00:00 GMT+05:30 2021,UT,11141000,98880,94634,1706,2669701
Wed Mar 24 00:00:00 GMT+05:30 2021,WB,96906000,581865,567771,10312,9015071
Wed Mar 24 00:00:00 GMT+05:30 2021,UN,0,0,0,0,0
Thu Mar 25 00:00:00 GMT+05:30 2021,TT,1332900000,11846095,11262508,160983,238604638
Thu Mar 25 00:00:00 GMT+05:30 2021,AN,397000,5042,4974,62,310615
Thu Mar 25 00:00:00 GMT+05:30 2021,AP,52221000,895879,885209,7201,14875597
Thu Mar 25 00:00:00 GMT+05:30 2021,AR,1504000,16842,16785,56,412761
Thu Mar 25 00:00:00 GMT+05:30 2021,AS,34293000,218139,215299,1104,7170030
Thu Mar 25 00:00:00 GMT+05:30 2021,BR,119520000,264198,261706,1567,23375172
Thu Mar 25 00:00:00 GMT+05:30 2021,CH,1179000,25356,22702,368,300105
Thu Mar 25 00:00:00 GMT+05:30 2021,CT,28724000,332113,314769,4026,5580898
Thu Mar 25 00:00:00 GMT+05:30 2021,DN,959000,3511,3394,2,72410
Thu Mar 25 00:00:00 GMT+05:30 2021,DD,0,0,0,0,0
Thu Mar 25 00:00:00 GMT+05:30 2021,DL,19814000,652742,636267,10978,14146299
Thu Mar 25 00:00:00 GMT+05:30 2021,GA,1540000,57170,55070,822,532970
Thu Mar 25 00:00:00 GMT+05:30 2021,GJ,67936000,294130,280285,4473,13008414
Thu Mar 25 00:00:00 GMT+05:30 2021,HR,28672000,283622,273276,3117,6134366
Thu Mar 25 00:00:00 GMT+05:30 2021,HP,7300000,61616,58679,1016,1223757
Thu Mar 25 00:00:00 GMT+05:30 2021,JK,13203000,129203,125627,1983,5858408
Thu Mar 25 00:00:00 GMT+05:30 2021,JH,37403000,121973,119698,1100,5814376
Thu Mar 25 00:00:00 GMT+05:30 2021,KA,65798000,978478,947781,12471,20782529
